,fips,state,county,Rural-urban_Continuum Code_2013,Urban_Influence_Code_2013,POP_ESTIMATE_2018,Unemployment_rate_2018,Median_Household_Income_2018,PCTPOVALL_2018,log_pop,BAC_PCT,WAC_PCT
0,1001,AL,Autauga County,2,2,55601,3.6,59338,13.8,4.75,21.09219782,77.97347366
1,1003,AL,Baldwin County,3,2,218022,3.6,57588,9.8,5.34,9.565747153,89.19026672
2,1005,AL,Barbour County,6,6,24881,5.2,34382,30.9,4.4,49.08450134,50.14988252
3,1007,AL,Bibb County,1,1,22400,4,46064,21.8,4.35,21.91211932,77.7886934
4,1009,AL,Blount County,1,1,57840,3.5,50412,13.2,4.76,2.20661986,97.13104832
5,1011,AL,Bullock County,6,6,10138,4.7,29267,42.5,4.01,70.99297099,27.77942778
6,1013,AL,Butler County,6,6,19680,4.8,37365,24.5,4.29,45.58309338,53.02858906
7,1015,AL,Calhoun County,3,2,114277,4.7,45400,19.5,5.06,22.43123102,76.95611989
8,1017,AL,Chambers County,6,5,33615,3.9,39917,18.7,4.53,40.9785289,58.19450292
9,1019,AL,Cherokee County,6,6,26032,3.6,42132,16.3,4.42,4.756451367,94.69766377
10,1021,AL,Chilton County,1,1,44153,3.6,47547,17.3,4.64,11.13261907,88.32718106
11,1023,AL,Choctaw County,9,10,12841,5.5,39907,22.1,4.11,42.13996346,57.75677178
12,1025,AL,Clarke County,7,11,23920,7.5,40741,22.8,4.38,45.57192448,53.82694099
13,1027,AL,Clay County,9,10,13275,3.9,39201,17.6,4.12,15.0736683,85.21344919
14,1029,AL,Cleburne County,8,4,14987,4.2,46495,16,4.18,3.521126761,96.20389001
15,1031,AL,Coffee County,4,5,51909,3.9,55122,13.8,4.72,18.97138054,78.62519583
16,1033,AL,Colbert County,3,2,54762,4.6,49055,13.8,4.74,17.21728426,82.2342101
17,1035,AL,Conecuh County,7,11,12277,5.2,32613,24.4,4.09,46.81362393,53.02063479
18,1037,AL,Coosa County,8,3,10715,4.2,42423,18.9,4.03,31.53896652,68.02963519
19,1039,AL,Covington County,6,6,36986,4.6,40203,19.9,4.57,13.46325137,86.12378202
20,1041,AL,Crenshaw County,8,6,13824,4.1,39057,19.5,4.14,25.2323555,74.19401685
21,1043,AL,Cullman County,4,3,83442,3.3,45796,14.5,4.92,1.894518193,97.08122433
22,1045,AL,Dale County,4,5,48956,4.2,45309,16.2,4.69,22.36842105,76.24257708
23,1047,AL,Dallas County,4,5,38310,6.5,34035,31.4,4.58,71.27648134,28.39821486
24,1049,AL,DeKalb County,6,6,71385,3.8,39491,21.3,4.85,2.46109099,94.83870066
25,1051,AL,Elmore County,2,2,81887,3.4,60367,11.2,4.91,22.02465244,77.32147915
26,1053,AL,Escambia County,6,6,36748,4.6,38418,23.6,4.57,32.38064041,64.2262441
27,1055,AL,Etowah County,3,2,102501,4.1,44903,17.5,5.01,16.71686158,82.41874291
28,1057,AL,Fayette County,6,6,16433,4.1,39254,23.5,4.22,12.75917065,87.30217151
29,1059,AL,Franklin County,6,6,31363,3.7,39388,19.2,4.5,5.190995472,93.31356419
30,1061,AL,Geneva County,3,2,26314,3.9,37823,21.3,4.42,10.33839595,89.0297286
31,1063,AL,Greene County,8,6,8233,6.7,28524,30.1,3.92,80.48329429,19.33177167
32,1065,AL,Hale County,3,2,14726,5.1,34724,25.6,4.17,58.35779128,41.32823698
33,1067,AL,Henry County,3,2,17209,4.4,46027,17.9,4.24,26.81197326,73.10084278
34,1069,AL,Houston County,3,2,104722,4,47993,16.5,5.02,28.53270622,70.67679114
35,1071,AL,Jackson County,6,5,51736,4.1,41929,19.7,4.71,4.296284818,94.05338395
36,1073,AL,Jefferson County,1,1,659300,3.7,55013,16.1,5.82,44.21711792,54.22010924
37,1075,AL,Lamar County,8,7,13844,3.8,40936,17.4,4.14,11.24954727,89.14885911
38,1077,AL,Lauderdale County,3,2,92387,4.2,48707,14,4.97,10.93940407,88.53001758
39,1079,AL,Lawrence County,3,2,32957,4.2,43909,19.3,4.52,11.82116389,82.86356457
40,1081,AL,Lee County,3,2,163941,3.6,48937,19,5.21,23.7702228,72.2599701
41,1083,AL,Limestone County,2,2,96174,3.5,64863,11.4,4.98,15.03513117,83.20982662
42,1085,AL,Lowndes County,2,2,9974,7.3,33973,25.1,4,72.77400781,26.57824388
43,1087,AL,Macon County,6,6,18439,5.5,32495,30.2,4.27,81.20433916,18.40270091
44,1089,AL,Madison County,2,2,366519,3.5,63755,11.9,5.56,26.16134231,71.25277212
45,1091,AL,Marengo County,7,11,19066,5,37733,24,4.28,52.16561523,47.47389069
46,1093,AL,Marion County,7,11,29763,4.1,37887,20.2,4.47,4.439732068,95.23713353
47,1095,AL,Marshall County,4,5,96109,3.4,46233,18.3,4.98,4.087874842,94.58118916
48,1097,AL,Mobile County,2,2,413757,4.7,43598,20.8,5.62,37.16149174,60.48691948
49,1099,AL,Monroe County,7,11,21067,6.2,39556,21.9,4.32,41.96208942,56.97680027
50,1101,AL,Montgomery County,2,2,225763,4,49640,20.1,5.35,60.24080959,36.6552458
51,1103,AL,Morgan County,3,2,119089,3.5,52797,13.2,5.08,14.11108047,84.87119712
52,1105,AL,Perry County,8,4,9140,6.5,26814,35.3,3.96,68.44110725,30.90888715
53,1107,AL,Pickens County,3,2,19938,4.6,37586,23.1,4.3,40.65730055,59.02157551
54,1109,AL,Pike County,6,5,33338,4.5,37259,23.6,4.52,38.901975,59.25892372
55,1111,AL,Randolph County,6,4,22725,4,40546,19.7,4.36,20.24029575,79.59686647
56,1113,AL,Russell County,2,2,57781,4,39104,21.7,4.76,46.97641518,52.32656441
57,1115,AL,St. Clair County,1,1,88690,3.5,57284,12,4.95,10.38073108,88.8897578
58,1117,AL,Shelby County,1,1,215707,2.9,75663,8,5.33,13.98379436,83.86693737
59,1119,AL,Sumter County,8,6,12691,5.9,27859,34.7,4.1,71.91598938,26.41023578
60,1121,AL,Talladega County,4,3,79828,4.3,41630,19.3,4.9,34.03185876,65.65305459
61,1123,AL,Tallapoosa County,6,6,40497,4.2,42205,19.7,4.61,27.8420492,71.75663289
62,1125,AL,Tuscaloosa County,3,2,208911,3.7,52557,16.8,5.32,33.13032887,65.40565069
63,1127,AL,Walker County,1,1,63711,4.2,45434,17.9,4.8,7.063805671,92.44501818
64,1129,AL,Washington County,8,7,16378,5.8,44424,17.6,4.21,23.86377557,67.29143697
65,1131,AL,Wilcox County,9,10,10627,9.6,25385,33.4,4.03,71.51258074,28.3620939
66,1133,AL,Winston County,6,4,23660,4.2,41156,18.6,4.37,1.582800796,97.44381904
67,2013,AK,Aleutians East Borough,9,12,3515,3,70081,15.5,3.55,11.02786934,24.24333233
68,2016,AK,Aleutians West Census Area,9,11,5723,3.5,82633,10,3.76,8.164714235,37.25594604
69,2020,AK,Anchorage Municipality,2,2,291538,5.5,82113,9.5,5.46,8.486458333,71.06631944
70,2050,AK,Bethel Census Area,7,11,18216,12.8,44304,32.7,4.26,1.370608071,13.45045143
71,2060,AK,Bristol Bay Borough,9,12,877,6.3,77257,11.2,2.94,4.306220096,59.92822967
72,2068,AK,Denali Borough,8,7,2059,7.8,75477,6.9,3.31,3.004291845,86.981402
73,2070,AK,Dillingham Census Area,9,12,5000,8.2,54524,22,3.7,1.688364524,24.26769731
74,2090,AK,Fairbanks North Star Borough,3,2,98971,5.8,74268,8.6,5,7.026401925,81.97193569
75,2100,AK,Haines Borough,9,12,2474,9.5,58943,10.5,3.39,1.699604743,87.19367589
76,2105,AK,Hoonah-Angoon Census Area,9,10,2151,12.6,51188,17.2,3.33,3.631284916,57.91433892
77,2110,AK,Juneau City and Borough,5,8,32113,4.4,79173,7.3,4.51,2.514543066,76.73109401
78,2122,AK,Kenai Peninsula Borough,7,11,58533,7.7,65439,12.4,4.77,1.393336513,88.60121278
79,2130,AK,Ketchikan Gateway Borough,7,8,13918,6,68309,9.1,4.14,1.927918855,75.61326523
80,2150,AK,Kodiak Island Borough,7,11,13345,5.8,74109,8.2,4.13,2.108016618,61.84028312
81,2158,AK,Kusilvak Census Area,9,12,8303,19.9,32728,35.1,3.92,1.286985807,5.953812846
82,2164,AK,Lake and Peninsula Borough,9,12,1587,11.6,49403,18.2,3.2,2.449748744,32.91457286
83,2170,AK,Matanuska-Susitna Borough,2,2,107610,7.6,74649,10.4,5.03,2.483451351,89.12913024
84,2180,AK,Nome Census Area,7,11,10008,11.6,55318,22,4,1.329468213,21.70131947
85,2185,AK,North Slope Borough,7,11,9872,7,89276,11.1,3.99,2.542717657,36.9812856
86,2188,AK,Northwest Arctic Borough,7,11,7671,14.2,59337,21.1,3.88,2.401259677,16.82193938
87,2195,AK,Petersburg Borough,9,11,3221,8.7,66075,7.2,3.51,3.214941825,81.13900796
88,2198,AK,Prince of Wales-Hyder Census Area,9,10,6422,10.9,49356,16.5,3.81,1.628244398,54.00612607
89,2220,AK,Sitka City and Borough,7,11,8647,4.2,71825,7.7,3.94,2.142941246,74.0374426
90,2230,AK,Skagway Municipality,9,12,1148,9.8,74635,4.3,3.06,1.437024514,90.19442096
91,2240,AK,Southeast Fairbanks Census Area,9,12,6918,9.6,63527,13.4,3.84,3.032061512,82.18482518
92,2261,AK,Valdez-Cordova Census Area,9,11,9164,7.4,68528,9.7,3.96,1.814822865,78.47207129
93,2275,AK,Wrangell City and Borough,9,12,2503,7,57832,11.6,3.4,2.278177458,78.49720224
94,2282,AK,Yakutat City and Borough,9,12,604,8.2,59523,13.1,2.78,4.835924007,47.49568221
95,2290,AK,Yukon-Koyukuk Census Area,9,12,5327,15.3,38912,23.7,3.73,1.797323136,29.10133843
96,4001,AZ,Apache County,6,6,71818,10.1,33652,37.3,4.86,1.192148789,23.62179532
97,4003,AZ,Cochise County,3,2,126770,5.6,49164,15.1,5.1,5.696383475,90.67438573
98,4005,AZ,Coconino County,3,2,142854,5.5,60187,15.9,5.15,2.345339987,68.49159441
99,4007,AZ,Gila County,4,3,53889,5.9,43585,20.4,4.73,1.190343959,79.86226813
100,4009,AZ,Graham County,7,8,38072,5.1,50157,20.2,4.58,2.621211731,83.35607797
101,4011,AZ,Greenlee County,7,9,9483,4.3,65818,10.5,3.98,3.032217309,92.53527058
102,4012,AZ,La Paz County,6,4,21098,6.2,37350,23.7,4.32,1.989766913,79.42960015
103,4013,AZ,Maricopa County,1,1,4410824,4.1,65234,12.3,6.64,7.70348066,85.5690021
104,4015,AZ,Mohave County,3,2,209550,5.8,45129,16.8,5.32,1.922415296,93.96034518
105,4017,AZ,Navajo County,4,5,110445,7.8,40650,28.5,5.04,1.675020735,52.22765136
106,4019,AZ,Pima County,2,2,1039073,4.5,53395,16.2,6.02,5.322172984,87.55078637
107,4021,AZ,Pinal County,1,1,447138,5,58848,12.9,5.65,6.591772925,85.33910702
108,4023,AZ,Santa Cruz County,4,5,46511,9.3,40545,24.4,4.67,1.339842574,96.55684115
109,4025,AZ,Yavapai County,3,2,231993,4.5,48758,13.2,5.37,1.429610505,95.37896801
110,4027,AZ,Yuma County,3,2,212128,17,44116,19.5,5.33,3.293464991,93.07722172
111,5001,AR,Arkansas County,6,6,17769,3.4,43887,17.9,4.25,26.26100881,73.56170651
112,5003,AR,Ashley County,7,11,20046,5.5,41127,19.6,4.3,25.25817775,74.08556748
113,5005,AR,Baxter County,7,8,41619,4.1,39686,15.1,4.62,0.7917580845,98.09214919
114,5007,AR,Benton County,2,2,272608,2.9,68978,8.6,5.44,2.711532881,91.07870216
115,5009,AR,Boone County,7,8,37480,3.5,44482,14.8,4.57,0.9083137423,97.84943364
116,5011,AR,Bradley County,7,9,10897,4.5,37729,21.7,4.04,28.28207749,70.40787884
117,5013,AR,Calhoun County,9,8,5277,3.9,44969,15.7,3.72,22.35498169,77.56793216
118,5015,AR,Carroll County,6,6,28223,3.2,45023,16.1,4.45,1.412966878,94.24594785
119,5017,AR,Chicot County,7,9,10438,6.9,31787,31.4,4.02,55.20853924,44.02055742
120,5019,AR,Clark County,7,8,22061,3.8,45408,19.9,4.34,25.53315412,73.91129032
121,5021,AR,Clay County,7,9,14847,4.4,37687,20.7,4.17,1.401965501,98.21318122
122,5023,AR,Cleburne County,6,6,24965,4.5,44902,14.6,4.4,0.9270034913,98.16204503
123,5025,AR,Cleveland County,3,2,8018,3.9,47600,15.5,3.9,12.31774761,87.60683761
124,5027,AR,Columbia County,7,8,23537,4.8,40909,22.4,4.37,36.44541075,62.68491282
125,5029,AR,Conway County,6,6,20891,4.4,44565,17.9,4.32,12.65470594,87.08625156
126,5031,AR,Craighead County,3,2,108558,3.1,45615,17.9,5.04,17.88239133,81.24569481
127,5033,AR,Crawford County,2,2,63406,3.6,47363,16,4.8,2.676383641,93.93268729
128,5035,AR,Crittenden County,1,1,48342,4.3,42606,19.2,4.68,55.34355125,44.22270879
129,5037,AR,Cross County,6,4,16676,4.2,41214,18,4.22,24.06967538,75.46135575
130,5039,AR,Dallas County,6,6,7182,4.4,37259,21.3,3.86,41.63218719,58.35354544
131,5041,AR,Desha County,6,6,11512,4.5,36132,24.3,4.06,48.64888654,50.73497051
132,5043,AR,Drew County,6,6,18328,5,42494,19.5,4.26,28.89840277,70.52527581
133,5045,AR,Faulkner County,2,2,124806,3.3,53882,15.4,5.1,13.21990048,85.55238995
134,5047,AR,Franklin County,6,6,17810,3.6,43696,18.3,4.25,1.6596105,96.13322043
135,5049,AR,Fulton County,9,9,12269,4,35630,20.6,4.09,1.458683979,98.01234271
136,5051,AR,Garland County,3,2,99154,4,43610,20.4,5,9.996377759,89.41299579
137,5053,AR,Grant County,2,2,18188,3.1,52050,13.1,4.26,3.295921161,96.25513277
138,5055,AR,Greene County,4,5,45325,3.5,46512,16.5,4.66,2.54605626,96.72807501
139,5057,AR,Hempstead County,6,6,21741,3.6,38682,20.6,4.34,31.83633662,67.95931637
140,5059,AR,Hot Spring County,6,5,33701,3.8,47205,18.7,4.53,12.28272778,87.37970448
141,5061,AR,Howard County,6,6,13341,3.5,40199,17.3,4.13,22.06483866,76.67020148
142,5063,AR,Independence County,7,8,37678,4.1,45596,14.5,4.58,3.259748843,95.48975545
143,5065,AR,Izard County,9,10,13593,5.5,37828,18.7,4.13,2.685450143,96.40472522
144,5067,AR,Jackson County,6,6,16811,6.2,36573,25.6,4.23,18.3802859,81.05747951
145,5069,AR,Jefferson County,3,2,68114,5.3,38596,22.2,4.83,58.18717826,41.02418293
146,5071,AR,Johnson County,7,9,26742,4.5,39381,22.2,4.43,2.840695312,93.64135751
147,5073,AR,Lafayette County,8,7,6682,5.2,35527,22.8,3.82,36.98671498,62.45471014
148,5075,AR,Lawrence County,6,6,16434,3.9,40308,17.7,4.22,1.645739364,97.75082287
149,5077,AR,Lee County,7,9,8985,4.8,28080,43,3.95,54.9508863,44.36039291
150,5079,AR,Lincoln County,3,2,13383,4.3,44951,27.5,4.13,30.72020885,68.92659705
151,5081,AR,Little River County,3,2,12326,5.3,43559,16,4.09,20.98050412,77.7795905
152,5083,AR,Logan County,6,6,21737,4,41471,18.6,4.34,2.138265164,94.8989099
153,5085,AR,Lonoke County,2,2,73657,3.2,56651,11.9,4.87,7.183292638,91.80591742
154,5087,AR,Madison County,2,2,16481,2.9,42674,18.4,4.22,1.459942085,95.88561776
155,5089,AR,Marion County,9,10,16722,4.1,36581,18.7,4.22,1.024320115,97.50209656
156,5091,AR,Miller County,3,2,43592,4.8,42162,21.9,4.64,26.43965139,73.02170747
157,5093,AR,Mississippi County,4,3,41239,5.7,36718,25.7,4.62,36.61164547,63.32931539
158,5095,AR,Monroe County,7,9,6900,4.3,32922,26,3.84,41.24757499,58.21519176
159,5097,AR,Montgomery County,8,7,8924,4.8,38318,18.8,3.95,1.446694859,96.21633652
160,5099,AR,Nevada County,7,9,8326,3.5,37626,21.3,3.92,31.77411537,68.05622879
161,5101,AR,Newton County,9,8,7805,3.4,36078,17.4,3.89,1.0963498,97.62672514
162,5103,AR,Ouachita County,7,8,23606,4.7,37624,23.3,4.37,41.59182277,58.66050808
163,5105,AR,Perry County,2,2,10352,4.2,45342,14.7,4.02,2.68770923,96.44189383
164,5107,AR,Phillips County,6,3,18029,6.1,29945,35.4,4.26,63.05814869,36.74502306
165,5109,AR,Pike County,9,10,10673,4.2,41534,17.8,4.03,4.301175592,94.30863967
166,5111,AR,Poinsett County,3,2,23974,3.8,37370,23.7,4.38,9.308058484,90.75144509
167,5113,AR,Polk County,7,11,20049,4.2,39048,20,4.3,1.056902424,96.16810258
168,5115,AR,Pope County,5,8,64000,4.5,45788,16,4.81,4.040766638,94.23617181
169,5117,AR,Prairie County,8,7,8074,3.9,43245,15.8,3.91,12.00694617,87.881419
170,5119,AR,Pulaski County,2,2,392680,3.5,49957,16.7,5.59,39.16297323,59.08841548
171,5121,AR,Randolph County,7,9,17948,4,37799,17.4,4.25,1.798641274,95.88484241
172,5123,AR,St. Francis County,6,3,25439,5.2,33257,35.6,4.41,53.7729055,45.37488997
173,5125,AR,Saline County,2,2,121421,3.1,63677,9.7,5.08,9.049552015,89.42231515
174,5127,AR,Scott County,6,6,10319,3.7,35826,20.2,4.01,1.429822002,93.46367085
175,5129,AR,Searcy County,9,10,7958,4.3,31659,24.3,3.9,1.002410862,97.43687349
176,5131,AR,Sebastian County,2,2,127753,3.6,46843,15.6,5.11,8.514633059,85.39588663
177,5133,AR,Sevier County,6,6,17139,4.7,44100,20.1,4.23,5.127300523,90.26283295
178,5135,AR,Sharp County,7,9,17366,4.8,36032,20.7,4.24,1.599587203,97.15055613
179,5137,AR,Stone County,9,9,12457,4.5,34009,20.3,4.1,0.8475931553,98.04094035
180,5139,AR,Union County,7,8,39126,5.6,45335,18.2,4.59,33.77798459,65.63259397
181,5141,AR,Van Buren County,8,6,16603,5.3,40486,16.4,4.22,1.154427319,97.93291024
182,5143,AR,Washington County,2,2,236961,2.6,50893,15.2,5.37,4.762382571,89.11646536
183,5145,AR,White County,4,5,78727,4.4,44811,16.6,4.9,5.683593006,93.64595634
184,5147,AR,Woodruff County,9,10,6490,4.7,34306,23.7,3.81,27.40506329,72.8164557
185,5149,AR,Yell County,6,5,21535,4.2,41729,16.3,4.33,2.7177733,95.23452509
186,6001,CA,Alameda County,1,1,1666753,3,101744,9,6.22,12.82763597,53.81208607
187,6003,CA,Alpine County,8,4,1101,4.6,55384,17.3,3.04,2.302922941,72.01062888
188,6005,CA,Amador County,6,4,39383,4,58515,11.8,4.6,3.456429865,92.6846448
189,6007,CA,Butte County,3,2,231256,5,50945,18.5,5.36,3.233326946,89.9751809
190,6009,CA,Calaveras County,6,6,45602,4,62984,12.1,4.66,1.82115238,94.42108703
191,6011,CA,Colusa County,6,4,21627,12.9,57249,11,4.33,2.125585928,93.43760152
192,6013,CA,Contra Costa County,1,1,1150215,3.2,101463,7.8,6.06,11.24352637,69.90020164
193,6015,CA,Del Norte County,7,8,27828,5.5,48518,20.4,4.44,4.537609665,83.09003308
194,6017,CA,El Dorado County,1,1,190678,3.6,81869,8.1,5.28,1.750128343,92.31499199
195,6019,CA,Fresno County,2,2,994400,7.5,52318,21.3,6,6.828338676,79.41549453
196,6021,CA,Glenn County,6,6,28047,6.5,47365,15.4,4.45,2.081498961,91.86419188
197,6023,CA,Humboldt County,5,8,136373,3.6,49471,20.3,5.13,2.815031204,88.55028844
198,6025,CA,Imperial County,3,2,181827,18.1,46633,21.4,5.26,3.725960875,91.6988108
199,6027,CA,Inyo County,7,11,17987,3.9,53793,12.3,4.25,2.051111481,83.17534231
200,6029,CA,Kern County,2,2,896764,8,51586,20.5,5.95,7.285253754,85.16955083
201,6031,CA,Kings County,3,2,151366,7.7,58255,18.8,5.18,8.733490258,84.20818622
202,6033,CA,Lake County,4,5,64382,5.2,45086,18.4,4.81,3.347000901,91.22014102
203,6035,CA,Lassen County,7,8,30802,4.8,57705,15.8,4.49,9.521473195,84.56481209
204,6037,CA,Los Angeles County,1,1,10105518,4.7,67986,14.2,7,9.977182233,73.43216882
205,6039,CA,Madera County,3,2,157672,7,53632,20.2,5.2,4.801464466,88.29380844
206,6041,CA,Marin County,1,1,259666,2.4,122933,6.6,5.41,3.779373015,89.00535495
207,6043,CA,Mariposa County,8,7,17471,5.3,51402,14.9,4.24,2.255420566,93.02447248
208,6045,CA,Mendocino County,4,5,87606,3.9,51386,17.5,4.94,2.017314321,89.62754614
209,6047,CA,Merced County,2,2,274765,8.3,56169,21.2,5.44,4.993877845,84.9837943
210,6049,CA,Modoc County,6,6,8777,7.5,45227,19.1,3.94,2.624137541,91.64121706
211,6051,CA,Mono County,7,11,14250,3.8,66499,9.3,4.15,1.786208806,93.08363334
212,6053,CA,Monterey County,2,2,435594,6.3,69665,13.3,5.64,4.417581861,86.08559626
213,6055,CA,Napa County,3,2,139417,2.9,85624,8.8,5.14,3.280723661,86.53081078
214,6057,CA,Nevada County,4,3,99696,3.5,66681,10.3,5,1.253070022,96.10746329
215,6059,CA,Orange County,1,1,3185968,2.9,89373,10.5,6.5,2.828832267,74.43413908
216,6061,CA,Placer County,1,1,393149,3.2,89175,7.1,5.59,2.93676835,88.18413924
217,6063,CA,Plumas County,7,12,18804,7.5,55079,12.5,4.27,2.116233317,94.27872601
218,6065,CA,Riverside County,1,1,2450758,4.4,66793,12.7,6.39,8.600811319,82.81626814
219,6067,CA,Sacramento County,1,1,1540975,3.8,69475,14.3,6.19,13.56618116,68.21491207
220,6069,CA,San Benito County,1,1,61537,5.1,80063,8.6,4.79,2.475799261,90.49484142
221,6071,CA,San Bernardino County,1,1,2171603,4,63310,14.9,6.34,10.79971652,79.66547176
222,6073,CA,San Diego County,1,1,3343364,3.3,78777,11.5,6.52,6.898149674,79.46392358
223,6075,CA,San Francisco County,1,1,883305,2.4,110601,10.1,5.95,6.845790761,56.64790046
224,6077,CA,San Joaquin County,2,2,752660,6,63567,14.3,5.88,9.974571868,70.71264374
225,6079,CA,San Luis Obispo County,2,2,284010,2.9,70626,12.7,5.45,2.801727944,92.14619001
226,6081,CA,San Mateo County,1,1,769545,2.2,122930,6.8,5.89,3.770025816,63.64468876
227,6083,CA,Santa Barbara County,2,2,446527,3.9,75646,12.6,5.65,3.38634577,88.81990777
228,6085,CA,Santa Clara County,1,1,1937570,2.6,125933,7.3,6.29,3.707027303,56.08091285
229,6087,CA,Santa Cruz County,2,2,274255,4.9,84213,12.2,5.44,2.46437761,90.87708125
230,6089,CA,Shasta County,3,2,180040,4.9,53908,15.2,5.26,2.34451355,91.94857841
231,6091,CA,Sierra County,8,7,2987,6,52308,13.3,3.48,2.196339434,95.34109817
232,6093,CA,Siskiyou County,6,6,43724,6.7,47560,17.1,4.64,2.746962493,90.86336388
233,6095,CA,Solano County,2,2,446610,3.9,82808,7.9,5.65,17.65737429,65.54553517
234,6097,CA,Sonoma County,2,2,499942,2.7,81002,9.9,5.7,3.124797708,90.46458279
235,6099,CA,Stanislaus County,2,2,549815,6.4,59616,15.6,5.74,4.648240293,86.93131878
236,6101,CA,Sutter County,3,2,96807,7.5,57879,13.5,4.99,3.987790164,76.95599715
237,6103,CA,Tehama County,4,5,63916,5.7,47572,17,4.81,1.891401881,93.60365067
238,6105,CA,Trinity County,8,6,12535,5.7,40680,21.6,4.1,1.864061864,91.88441188
239,6107,CA,Tulare County,2,2,465861,9.6,48763,22.2,5.67,2.862536063,90.6270981
240,6109,CA,Tuolumne County,4,5,54539,4.6,56500,12.5,4.74,2.727706597,93.60108668
241,6111,CA,Ventura County,2,2,850967,3.8,84170,9.1,5.93,3.22219937,87.30257232
242,6113,CA,Yolo County,1,1,220408,4.2,67804,20.1,5.34,4.234920635,79.09659864
243,6115,CA,Yuba County,3,2,78041,6.4,47504,17.2,4.89,6.470229318,84.17018356
244,8001,CO,Adams County,1,1,511868,3.5,70199,9.2,5.71,5.231909799,88.6626171
245,8003,CO,Alamosa County,7,11,16683,4.2,42897,19.1,4.22,2.722848518,90.51315222
246,8005,CO,Arapahoe County,1,1,651215,3.2,76665,8.1,5.81,13.59295755,80.06015931
247,8007,CO,Archuleta County,7,10,13765,3.4,53337,11.2,4.14,1.233159883,94.46860076
248,8009,CO,Baca County,9,12,3585,1.8,38294,19.4,3.55,2.066461882,96.23010332
249,8011,CO,Bent County,7,12,5882,3.2,37659,33.9,3.77,7.871615564,87.44844899
250,8013,CO,Boulder County,2,2,326078,2.8,83591,9.7,5.51,1.89701897,92.71113073
251,8014,CO,Broomfield County,1,1,69267,2.9,96924,4.9,4.84,2.150003548,90.54140353
252,8015,CO,Chaffee County,7,11,20027,2.7,56168,10.9,4.3,2.200825309,95.55904893
253,8017,CO,Cheyenne County,9,12,1876,1.8,54504,12.6,3.27,1.310759148,95.30311305
254,8019,CO,Clear Creek County,1,1,9605,3,74019,7.2,3.98,1.773195876,96.21649485
255,8021,CO,Conejos County,9,12,8200,4.4,38777,21.4,3.91,1.68190128,93.77209019
256,8023,CO,Costilla County,9,12,3828,4.3,31557,25.2,3.58,2.829945974,90.60972472
257,8025,CO,Crowley County,8,7,5858,4.4,35880,44.3,3.77,11.31826431,84.60650058
258,8027,CO,Custer County,8,7,4954,3.7,55242,12,3.69,2.111286504,96.48776638
259,8029,CO,Delta County,6,6,30953,3.9,46786,14.6,4.49,1.302868879,96.72036455
260,8031,CO,Denver County,1,1,716492,3.2,68069,11.7,5.86,11.30648464,83.80662559
261,8033,CO,Dolores County,9,12,2074,2.8,47482,12.8,3.32,1.265206813,95.71776156
262,8035,CO,Douglas County,1,1,342776,2.9,120670,2.6,5.54,2.437961692,92.17693661
263,8037,CO,Eagle County,5,8,54993,2.7,86896,6.7,4.74,1.844831027,95.54301885
264,8039,CO,Elbert County,1,1,26282,2.8,98247,5,4.42,2.005312582,96.27745146
265,8041,CO,El Paso County,2,2,713856,3.9,67923,9.9,5.85,9.051183851,87.81501465
266,8043,CO,Fremont County,4,5,48021,5.2,47885,16.5,4.68,4.400175589,93.04333285
267,8045,CO,Garfield County,5,8,59770,3.2,74421,8.4,4.78,1.713258188,95.81425551
268,8047,CO,Gilpin County,1,1,6121,2.5,72949,6.7,3.79,2.002242512,95.46692295
269,8049,CO,Grand County,7,10,15525,2.7,69214,7.9,4.19,1.563493072,96.89208084
270,8051,CO,Gunnison County,7,11,17246,2.6,61268,10.4,4.24,1.191157943,95.67059902
271,8053,CO,Hinsdale County,9,12,811,2.6,62149,8.6,2.91,2.56097561,96.2195122
272,8055,CO,Huerfano County,6,6,6889,6.5,38242,21.7,3.84,2.203856749,91.85152965
273,8057,CO,Jackson County,9,10,1399,2.6,51457,13.4,3.15,0.7902298851,96.04885057
274,8059,CO,Jefferson County,1,1,580233,3,85550,7,5.76,2.169224936,93.9869373
275,8061,CO,Kiowa County,9,12,1383,1.8,44704,13.8,3.14,1.137980085,97.01280228
276,8063,CO,Kit Carson County,7,11,7163,2,48342,12.6,3.86,1.521769762,96.82964633
277,8065,CO,Lake County,6,4,7824,2.6,51802,12.6,3.89,1.611910914,95.50879783
278,8067,CO,La Plata County,4,5,56310,3,66219,9.2,4.75,1.229078102,90.62983583
279,8069,CO,Larimer County,2,2,350518,2.8,71306,10.5,5.54,1.984034699,95.12579189
280,8071,CO,Las Animas County,7,11,14503,4.7,41485,19.2,4.16,2.805735558,92.32041914
281,8073,CO,Lincoln County,8,7,5610,2.4,46690,16.2,3.75,6.069110682,91.79091387
282,8075,CO,Logan County,7,8,21528,2.9,53168,14.5,4.33,5.105091704,92.46731224
283,8077,CO,Mesa County,3,2,153207,4.1,51132,14.4,5.19,1.656831593,96.19026004
284,8079,CO,Mineral County,9,12,776,2.6,60210,9.3,2.89,0.9102730819,98.04941482
285,8081,CO,Moffat County,7,8,13188,3.7,59500,12.3,4.12,1.588496575,96.60468268
286,8083,CO,Montezuma County,6,6,26158,4.7,50180,16.3,4.42,1.050299813,84.42500859
